dataset,n,model,kernel,bandwidth,kappa,sigma_n,evidence_score,family,p,rss_per_point,mae_deg,bic
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric p=2 (Fermat),,,,,-183.09691763889396,parametric_fixed_p,2.0,0.7589227729735878,42.614155976533866,366.1938352777879
EE02-data-225x225/EE02data_rot_57.5deg/arrow_segments.mat,141,Parametric continuous p,,,,,-183.88340271836853,parametric_continuous_p,-0.999,0.7409686025612223,42.52955564605187,367.76680543673706
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=0 (Logarithmic),,,,,-178.19449015614393,parametric_fixed_p,0.0,0.7760857047547317,43.94787906266252,356.38898031228786
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=1 (Archimedean),,,,,-178.6173886577262,parametric_fixed_p,1.0,0.7809272955083257,43.91304586890568,357.2347773154524
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric p=2 (Fermat),,,,,-179.50811354570746,parametric_fixed_p,2.0,0.7912238701288465,43.89841743197493,359.0162270914149
EE02-data-225x225/EE02data_rot_59.5deg/arrow_segments.mat,136,Parametric continuous p,,,,,-179.37874283959403,parametric_continuous_p,-0.999,0.7617024368508171,42.7037636401359,358.75748567918805
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=0 (Logarithmic),,,,,-129.53485432296992,parametric_fixed_p,0.0,0.6604261702905742,39.64101856173396,259.06970864593984
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=1 (Archimedean),,,,,-130.28799522333915,parametric_fixed_p,1.0,0.6699686231431033,39.621927250127314,260.5759904466783
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric p=2 (Fermat),,,,,-130.28895006451765,parametric_fixed_p,2.0,0.669980808275429,39.45729438113781,260.5779001290353
EE03-data-225x225/EE03data_rot_-20.5deg/arrow_segments.mat,105,Parametric continuous p,,,,,-130.30594172600672,parametric_continuous_p,-0.999,0.6411409261845803,38.94471954362358,260.61188345201344
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=0 (Logarithmic),,,,,-124.79509467471287,parametric_fixed_p,0.0,0.6314928159728164,38.067173911426295,249.59018934942574
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=1 (Archimedean),,,,,-124.82415407996352,parametric_fixed_p,1.0,0.6318492428454702,38.03782696429656,249.64830815992704
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric p=2 (Fermat),,,,,-124.87736799190043,parametric_fixed_p,2.0,0.6325024573507652,37.87093199905015,249.75473598380086
EE03-data-225x225/EE03data_rot_-23.5deg/arrow_segments.mat,103,Parametric continuous p,,,,,-127.1106082453952,parametric_continuous_p,0.23252926849726152,0.6314701203641465,38.08885616959865,254.2212164907904
